Sr. No.,EmpID,Attendance Code,FName,Branch Code,Department Name,Division Name,Grade Code,Designation Name,Direct/Indirect,Roster,Attendance Date,In Time,Out Time,Total Hours,OT Hours,Late Hours,Application Status,Final Status,Attendance Type
8273,32685,32685,William Russell,P001,Finance,Manufacturing,C3,Manager,t,Holiday,17/03/2025,11:41 AM,11:29 AM,7.92,0.09,0.64,,Absent Half Day,Full Day
8274,32643,32643,Fred Carr,P005,Production,Recruitment,C4,Engineer,t,Weekend,01/03/2025,03:28 AM,05:32 AM,8.75,1.34,0.05,,Leave,Half Day
8275,34634,34634,Tiffany Smith,P005,Finance,Accounting,C5,DM,t,Holiday,21/03/2025,10:02 PM,03:41 AM,8.42,0.04,0.75,,Present,Leave
8276,36396,36396,Michelle Proctor,P003,IT,Recruitment,C1,DM,t,Weekend,24/03/2025,08:29 AM,11:04 AM,6.95,1.71,0.42,,Present,Leave
8277,46724,46724,Anthony Smith,P001,Production,Accounting,C5,Manager,t,Weekend,03/03/2025,09:58 AM,06:56 PM,8.7,1.23,0.57,,Leave,Half Day
8278,40947,40947,Austin Johnson,P004,HR,Warranty,C2,Manager,t,Holiday,02/03/2025,11:25 AM,10:47 PM,7.71,1.11,0.63,,Present,Leave
8279,32712,32712,Maria Fitzpatrick,P002,Production,Manufacturing,C2,Engineer,t,Holiday,07/03/2025,12:46 AM,07:19 PM,7.22,0.04,0.36,,Absent,Half Day
8280,47921,47921,Cynthia Jackson,P001,Finance,Accounting,C1,Manager,t,Working Day (G),13/03/2025,10:22 PM,03:10 PM,8.58,1.51,0.99,,Leave,Leave
8281,45049,45049,Michelle Butler,P003,Production,Manufacturing,C2,Manager,t,Weekend,15/03/2025,09:51 AM,08:30 AM,7.34,0.57,0.93,,Leave,Leave
8282,35945,35945,Candice Hampton,P001,Quality,Manufacturing,C5,Manager,t,Holiday,23/03/2025,05:18 AM,02:06 PM,6.59,0.61,0.73,,Leave,Full Day
8283,31163,31163,Alison Frey,P002,Quality,Recruitment,C3,DM,t,Working Day (G),10/03/2025,07:44 PM,01:11 AM,8.38,1.32,0.24,,Absent Half Day,Half Day
8284,36913,36913,Robert Shaw,P003,Production,Warranty,C5,Engineer,t,Working Day (G),14/03/2025,04:38 PM,06:45 PM,8.29,1.8,0.47,,Absent,Leave
8285,41722,41722,Maria Lee,P005,HR,Recruitment,C1,DM,t,Holiday,28/02/2025,10:19 PM,06:39 AM,8.18,0.29,0.98,,Absent,Leave
8286,42805,42805,Jeffrey Davis,P001,IT,Warranty,C2,Engineer,t,Working Day (G),20/03/2025,08:17 AM,06:46 AM,6.23,1.85,0.64,,Present,Leave
8287,36542,36542,Jesse Miller,P004,Production,Manufacturing,C3,Executive,t,Working Day (G),06/03/2025,07:59 PM,01:19 PM,7.4,0.71,0.29,,Absent,Leave
8288,34908,34908,Wesley Smith,P004,HR,Recruitment,C4,Manager,t,Working Day (G),14/03/2025,12:32 AM,02:38 PM,6.82,1.96,0.19,,Absent,Half Day
8289,48974,48974,Robin Graham,P003,Production,Recruitment,C5,Executive,t,Working Day (G),16/03/2025,07:51 AM,10:16 PM,8.98,0.02,0.67,,Present,Half Day
8290,46214,46214,Jacob Webb,P002,Production,Recruitment,C5,Supervisor,t,Weekend,09/03/2025,07:19 PM,07:28 PM,6.38,0.84,0.16,,Absent,Half Day
8291,40480,40480,Robert Lewis,P002,IT,Recruitment,C1,Executive,t,Holiday,01/03/2025,10:28 PM,09:03 AM,7.56,0.05,0.11,,Leave,Half Day
8292,48397,48397,Brandon Elliott,P004,Production,Recruitment,C3,Engineer,t,Weekend,09/03/2025,12:01 PM,10:54 PM,8.42,0.67,0.24,,Absent,Leave
8293,42459,42459,Ashley Trevino,P005,Quality,Manufacturing,C4,DM,t,Weekend,25/03/2025,05:20 PM,12:26 PM,7.17,0.17,0.64,,Absent,Full Day
8294,46687,46687,Jeffrey Daniel,P002,Quality,Accounting,C2,Supervisor,t,Holiday,25/03/2025,10:56 PM,04:12 PM,8.65,1.71,0.87,,Leave,Half Day
8295,32434,32434,Holly Silva,P004,Production,Warranty,C5,Executive,t,Working Day (G),27/02/2025,02:51 PM,10:21 AM,8.19,1.99,0.88,,Absent Half Day,Leave
8296,31380,31380,Brittany Reyes,P005,Quality,Accounting,C4,Manager,t,Holiday,11/03/2025,04:47 AM,08:45 PM,7.63,1.2,0.23,,Absent Half Day,Full Day
8297,32112,32112,Jill Patrick,P002,Production,Manufacturing,C5,Executive,t,Working Day (G),21/03/2025,12:52 AM,04:24 PM,8.43,0.09,0.79,,Absent Half Day,Half Day
8298,41473,41473,Rachel Ortiz,P002,HR,Recruitment,C1,Manager,t,Holiday,17/03/2025,04:43 AM,12:50 AM,6.46,0.01,0.01,,Present,Full Day
8299,45346,45346,Andrew Gonzalez,P003,Finance,Manufacturing,C1,Supervisor,t,Working Day (G),26/02/2025,10:19 AM,05:03 AM,8.89,1.45,0.12,,Absent Half Day,Half Day
8300,35760,35760,Veronica Thompson,P004,IT,Recruitment,C5,Supervisor,t,Working Day (G),07/03/2025,05:09 PM,12:09 AM,8.29,0.45,0.24,,Present,Leave
8301,38484,38484,Raymond Hernandez,P001,Quality,Warranty,C3,Engineer,t,Weekend,27/02/2025,12:56 AM,01:13 AM,8.23,0.75,0.27,,Present,Leave
8302,34123,34123,Barry Thompson,P002,HR,Recruitment,C1,Supervisor,t,Weekend,27/02/2025,03:18 AM,04:03 AM,6.18,1.53,0.62,,Leave,Full Day
8303,31871,31871,Thomas Bullock,P002,Quality,Manufacturing,C1,DM,t,Weekend,17/03/2025,04:27 PM,12:41 PM,7.39,0.08,0.74,,Absent Half Day,Half Day
8304,45022,45022,Jerry Price,P004,Production,Recruitment,C4,Supervisor,t,Weekend,24/03/2025,12:02 AM,06:38 PM,6.23,0.87,0.59,,Absent Half Day,Leave
8305,49074,49074,Michelle Williams,P002,Finance,Support,C5,DM,t,Holiday,05/03/2025,12:50 AM,10:22 PM,8.41,0.81,0.35,,Present,Leave
8306,49299,49299,Lisa Parks,P001,IT,Manufacturing,C5,Executive,t,Holiday,06/03/2025,09:00 PM,09:23 PM,6.07,0.23,0.12,,Absent,Full Day
8307,41548,41548,Jay Thomas,P004,IT,Support,C4,Executive,t,Holiday,17/03/2025,04:28 AM,07:37 PM,6.16,1.08,0.39,,Absent,Full Day
8308,48901,48901,Cheryl Fleming,P003,Finance,Support,C3,Manager,t,Weekend,05/03/2025,11:04 PM,03:21 AM,8.03,0.73,0.83,,Present,Half Day
8309,39361,39361,Brian Patrick,P005,Production,Manufacturing,C1,Supervisor,t,Working Day (G),22/03/2025,07:52 PM,06:24 AM,8.54,1.56,0.31,,Leave,Full Day
8310,43689,43689,Austin Valenzuela,P001,IT,Warranty,C1,Engineer,t,Holiday,02/03/2025,07:11 PM,08:20 AM,8.99,0.14,0.67,,Present,Half Day
8311,33147,33147,Ashley Morrison,P003,HR,Manufacturing,C1,Engineer,t,Holiday,15/03/2025,04:55 PM,12:52 PM,8.75,0.6,0.75,,Absent,Half Day
8312,42440,42440,Mary Stark,P005,IT,Recruitment,C3,Engineer,t,Holiday,18/03/2025,01:29 AM,07:37 AM,8.36,0.68,0.2,,Absent Half Day,Half Day
8313,30673,30673,Danielle Hawkins,P002,IT,Warranty,C2,DM,t,Holiday,12/03/2025,04:04 PM,06:00 PM,7.5,0.58,0.61,,Leave,Half Day
8314,43563,43563,Anna Griffin,P004,IT,Manufacturing,C5,Executive,t,Working Day (G),09/03/2025,05:10 PM,11:46 AM,7.48,1.92,0.69,,Absent Half Day,Leave
8315,32009,32009,Sara Cruz,P001,Quality,Recruitment,C3,Executive,t,Weekend,07/03/2025,02:56 PM,03:35 PM,6.3,0.64,0.43,,Absent,Full Day
8316,43523,43523,Courtney Long,P001,Quality,Support,C3,Supervisor,t,Holiday,24/03/2025,05:53 AM,07:30 AM,6.24,0.71,0.87,,Absent Half Day,Half Day
8317,30726,30726,Kerry Horton,P005,Finance,Support,C3,Supervisor,t,Holiday,24/02/2025,10:32 AM,09:00 PM,7.49,0.32,0.31,,Absent Half Day,Half Day
8318,45384,45384,Thomas Jordan,P004,HR,Recruitment,C5,Supervisor,t,Working Day (G),17/03/2025,05:59 PM,05:18 PM,6.71,1.31,0.26,,Absent,Half Day
8319,47987,47987,Cynthia Hernandez,P002,Finance,Accounting,C4,Engineer,t,Weekend,21/03/2025,07:12 AM,05:24 AM,7.18,1.9,0.74,,Absent,Full Day
8320,33451,33451,Alexandria Campbell,P005,Production,Accounting,C3,Executive,t,Working Day (G),09/03/2025,11:16 PM,06:28 AM,8.29,0.66,0.14,,Leave,Half Day
8321,46376,46376,Omar Miller,P001,Production,Support,C2,Supervisor,t,Weekend,06/03/2025,10:27 PM,09:01 AM,7.29,0.07,0.11,,Absent,Full Day
8322,38609,38609,Kyle Allen,P004,IT,Manufacturing,C3,Supervisor,t,Holiday,08/03/2025,04:24 PM,05:27 PM,7.56,1.0,0.4,,Absent Half Day,Full Day
8323,34730,34730,Richard Smith,P002,Production,Support,C1,Manager,t,Working Day (G),04/03/2025,05:11 AM,01:43 PM,8.98,0.43,0.58,,Absent,Half Day
8324,41915,41915,Erica Watts,P003,Quality,Manufacturing,C5,Supervisor,t,Working Day (G),03/03/2025,02:18 AM,08:16 AM,7.33,1.09,0.03,,Absent,Half Day
8325,40579,40579,Gregory Garcia,P002,IT,Accounting,C2,Supervisor,t,Working Day (G),17/03/2025,05:38 AM,12:06 PM,7.12,0.99,0.49,,Absent,Leave
8326,32039,32039,Robert Poole,P002,HR,Support,C2,Engineer,t,Working Day (G),10/03/2025,07:51 AM,05:49 AM,7.11,0.62,0.19,,Present,Full Day
8327,45238,45238,James Moore,P003,IT,Manufacturing,C4,Executive,t,Working Day (G),14/03/2025,02:04 PM,11:54 PM,7.49,1.91,0.82,,Leave,Leave
8328,40638,40638,Maria Lloyd,P002,Production,Recruitment,C1,DM,t,Working Day (G),02/03/2025,08:56 AM,08:49 PM,8.5,1.48,0.98,,Absent Half Day,Half Day
8329,45677,45677,Daniel Walker,P005,IT,Warranty,C4,Executive,t,Holiday,12/03/2025,07:51 PM,01:55 PM,6.37,1.55,0.29,,Absent Half Day,Leave
8330,46201,46201,Amber Brown,P004,HR,Support,C4,Supervisor,t,Holiday,22/03/2025,02:02 PM,10:05 AM,8.88,1.77,0.73,,Leave,Leave
8331,42023,42023,Michelle Villa,P003,HR,Accounting,C4,Engineer,t,Holiday,13/03/2025,03:53 AM,04:57 PM,7.41,0.36,0.3,,Leave,Half Day
8332,32952,32952,Tyler Wilson,P002,Quality,Accounting,C4,Supervisor,t,Working Day (G),25/02/2025,11:58 PM,06:39 AM,7.35,0.72,0.42,,Absent Half Day,Full Day
8333,47842,47842,John Walsh,P005,IT,Manufacturing,C4,Manager,t,Working Day (G),12/03/2025,02:09 PM,04:27 PM,6.66,1.84,0.75,,Absent,Full Day
8334,31486,31486,Tyler Valenzuela,P003,Quality,Recruitment,C3,Executive,t,Weekend,02/03/2025,03:08 AM,11:31 AM,8.44,0.04,0.28,,Present,Half Day
8335,45212,45212,Lisa Mack,P005,IT,Recruitment,C3,Supervisor,t,Weekend,24/02/2025,12:12 AM,06:08 PM,8.79,1.63,0.49,,Absent Half Day,Full Day
8336,42424,42424,Joshua Pruitt,P004,Finance,Manufacturing,C1,Engineer,t,Holiday,03/03/2025,03:02 PM,06:05 AM,7.42,0.6,0.09,,Present,Half Day
8337,44935,44935,Randall Gates,P005,IT,Support,C2,Manager,t,Working Day (G),15/03/2025,08:31 PM,11:04 PM,6.03,1.35,0.72,,Absent Half Day,Leave
8338,41437,41437,Brenda Reilly,P003,Finance,Warranty,C3,Manager,t,Working Day (G),12/03/2025,02:13 AM,11:45 PM,7.68,1.32,0.67,,Present,Half Day
8339,44134,44134,Jessica Jones,P001,HR,Support,C5,Engineer,t,Holiday,04/03/2025,12:56 PM,07:25 PM,7.8,0.53,0.77,,Leave,Full Day
8340,32368,32368,Jason Wright,P001,Production,Recruitment,C4,DM,t,Weekend,02/03/2025,06:13 PM,12:08 AM,6.77,1.07,0.64,,Present,Leave
8341,43532,43532,Jacob Brown,P004,Finance,Warranty,C4,DM,t,Working Day (G),01/03/2025,06:30 AM,12:25 PM,7.69,0.44,0.96,,Absent Half Day,Full Day
8342,35512,35512,Nancy Delgado,P001,HR,Manufacturing,C5,Supervisor,t,Working Day (G),25/03/2025,01:34 PM,09:47 AM,8.65,1.54,0.43,,Absent Half Day,Full Day
8343,32304,32304,Cody Ross,P001,Finance,Warranty,C1,Engineer,t,Working Day (G),21/03/2025,06:58 AM,10:23 PM,7.19,1.07,0.32,,Absent Half Day,Full Day
8344,31540,31540,Kevin Olson,P003,Production,Support,C4,Engineer,t,Weekend,22/03/2025,08:15 PM,10:21 AM,7.3,1.02,0.79,,Absent,Leave
8345,38838,38838,Julia Moran,P002,HR,Recruitment,C4,Manager,t,Working Day (G),07/03/2025,02:29 PM,11:01 AM,7.57,1.46,0.14,,Leave,Half Day
8346,39290,39290,Angela Taylor,P004,Production,Recruitment,C4,Supervisor,t,Holiday,07/03/2025,11:21 PM,01:49 AM,6.62,0.25,0.73,,Leave,Full Day
8347,31047,31047,Michael Fisher,P001,HR,Support,C1,Supervisor,t,Working Day (G),16/03/2025,11:52 AM,12:16 AM,6.29,1.63,0.23,,Leave,Leave
8348,39368,39368,Tom Estrada,P005,Finance,Support,C3,Manager,t,Weekend,02/03/2025,01:59 PM,12:06 AM,7.48,0.03,0.61,,Absent,Full Day
8349,46944,46944,Michael Smith,P001,Finance,Support,C4,Supervisor,t,Working Day (G),24/02/2025,05:18 AM,06:21 AM,7.17,1.04,0.99,,Leave,Half Day
8350,48531,48531,Kaitlyn Jacobs,P002,IT,Recruitment,C2,Executive,t,Weekend,19/03/2025,07:06 PM,11:44 PM,6.69,0.69,0.9,,Absent,Half Day
8351,42259,42259,Shane Brown,P004,Finance,Warranty,C5,Supervisor,t,Holiday,28/02/2025,08:43 PM,08:23 PM,6.89,0.56,0.77,,Absent Half Day,Full Day
8352,34478,34478,Michelle Duarte,P003,HR,Accounting,C4,Supervisor,t,Holiday,18/03/2025,09:33 AM,09:51 PM,7.61,1.39,0.79,,Absent,Full Day
8353,45569,45569,Timothy Cameron,P003,Finance,Support,C1,DM,t,Weekend,03/03/2025,04:38 AM,04:05 PM,7.04,1.73,0.22,,Present,Full Day
8354,47675,47675,Adam Brown,P004,HR,Support,C1,Executive,t,Weekend,26/02/2025,05:35 AM,10:45 AM,8.88,1.6,0.93,,Present,Half Day
8355,41438,41438,Kim Sanchez,P001,Production,Recruitment,C5,Manager,t,Working Day (G),13/03/2025,12:50 AM,12:01 AM,7.47,1.35,0.15,,Present,Full Day
8356,32275,32275,Jackie Bird,P001,IT,Warranty,C2,Supervisor,t,Weekend,25/02/2025,04:37 AM,07:36 PM,8.07,0.35,0.21,,Leave,Leave
8357,39816,39816,David Whitney,P005,Finance,Support,C2,Manager,t,Working Day (G),14/03/2025,01:01 AM,10:07 PM,7.08,0.68,0.62,,Absent Half Day,Full Day
8358,43514,43514,Zachary Pope,P001,Production,Recruitment,C3,Executive,t,Working Day (G),25/02/2025,09:49 AM,03:01 AM,7.11,1.83,0.5,,Absent,Full Day
8359,42756,42756,Randall Aguirre,P005,Quality,Accounting,C1,Supervisor,t,Working Day (G),06/03/2025,01:49 AM,02:59 AM,6.87,1.85,1.0,,Present,Leave
8360,32747,32747,Craig Snyder,P003,Quality,Support,C3,DM,t,Working Day (G),22/03/2025,05:45 AM,03:32 AM,6.75,0.58,0.17,,Leave,Half Day
8361,43238,43238,Theresa Cook,P003,Quality,Support,C4,Executive,t,Weekend,25/02/2025,10:37 AM,08:59 AM,8.31,0.73,0.57,,Leave,Half Day
8362,31309,31309,Brenda Moran,P002,IT,Manufacturing,C1,DM,t,Working Day (G),23/03/2025,12:47 AM,11:06 PM,7.72,0.2,0.22,,Leave,Full Day
8363,40552,40552,Victor Hamilton,P004,HR,Support,C5,Supervisor,t,Weekend,04/03/2025,05:52 AM,07:01 PM,6.61,1.07,0.47,,Present,Leave
8364,31507,31507,Sandra Haynes,P005,Finance,Accounting,C2,Engineer,t,Holiday,28/02/2025,09:11 AM,09:44 AM,6.48,0.93,0.11,,Absent Half Day,Full Day
8365,30508,30508,Jeremy Perry,P002,HR,Manufacturing,C2,Manager,t,Working Day (G),23/03/2025,01:59 AM,07:36 AM,6.34,1.72,0.83,,Absent Half Day,Leave
8366,38015,38015,Michael Sims,P001,Production,Support,C5,Manager,t,Holiday,07/03/2025,02:19 AM,05:52 AM,8.13,0.81,0.76,,Absent,Leave
8367,43255,43255,Scott Gallegos,P003,Quality,Support,C2,Manager,t,Weekend,26/02/2025,08:09 PM,06:48 PM,6.55,0.1,0.26,,Absent,Leave
8368,43926,43926,Janet Cohen,P001,IT,Accounting,C3,Manager,t,Holiday,28/02/2025,10:39 AM,01:55 PM,8.97,1.74,0.83,,Absent,Full Day
8369,49696,49696,Chelsea Owen,P002,Finance,Warranty,C5,Executive,t,Holiday,06/03/2025,07:53 PM,08:04 PM,6.87,1.24,0.3,,Absent Half Day,Leave
8370,31665,31665,Sandra Johnson,P001,Finance,Warranty,C1,Manager,t,Weekend,10/03/2025,10:10 AM,11:19 AM,6.56,0.87,0.15,,Absent,Full Day
8371,42647,42647,Jill Klein,P001,Finance,Recruitment,C3,Manager,t,Weekend,20/03/2025,08:08 PM,08:24 AM,8.81,1.87,0.26,,Absent,Leave
8372,39517,39517,Robert Fuentes,P001,Quality,Warranty,C1,Supervisor,t,Weekend,23/03/2025,01:48 PM,06:15 AM,6.46,1.63,0.56,,Leave,Leave
8373,32994,32994,Scott Casey,P004,Finance,Support,C4,DM,t,Working Day (G),05/03/2025,12:46 PM,05:39 AM,6.34,0.19,0.99,,Present,Leave
8374,49633,49633,Nathaniel Johnson,P004,Quality,Support,C3,Executive,t,Holiday,13/03/2025,12:20 AM,10:08 PM,8.57,0.72,0.17,,Present,Half Day
8375,47933,47933,Jose Oconnor,P005,Quality,Accounting,C3,Manager,t,Holiday,24/02/2025,02:37 PM,07:40 PM,8.62,1.24,0.68,,Leave,Leave
8376,48984,48984,Ronald Carroll,P005,Production,Manufacturing,C5,Engineer,t,Working Day (G),20/03/2025,06:24 PM,09:02 PM,7.43,1.02,0.64,,Absent,Leave
8377,31249,31249,Michael Ortiz,P003,Finance,Warranty,C2,Supervisor,t,Holiday,20/03/2025,03:54 AM,04:43 PM,6.48,1.23,0.28,,Absent,Half Day
8378,40766,40766,Jonathan Morgan,P001,Quality,Manufacturing,C1,DM,t,Working Day (G),25/03/2025,02:34 PM,10:34 AM,8.82,0.89,0.41,,Leave,Half Day
8379,30491,30491,Natasha Mccarthy,P004,Quality,Manufacturing,C1,DM,t,Holiday,23/03/2025,06:54 AM,07:02 AM,8.93,0.24,0.96,,Leave,Half Day
8380,32249,32249,Leslie Johnson,P001,Production,Recruitment,C4,Executive,t,Working Day (G),11/03/2025,03:48 PM,01:21 AM,8.95,0.27,0.71,,Absent,Half Day
8381,42257,42257,Ronald Smith,P005,Production,Support,C1,Executive,t,Holiday,18/03/2025,12:26 AM,12:23 AM,8.92,1.42,1.0,,Present,Full Day
8382,37999,37999,Clifford Weber,P001,IT,Recruitment,C5,Executive,t,Working Day (G),28/02/2025,02:31 AM,09:45 AM,6.75,0.4,0.17,,Absent,Full Day
8383,42095,42095,Nathan Murphy,P003,Quality,Manufacturing,C5,Engineer,t,Holiday,14/03/2025,02:59 AM,09:55 PM,7.57,0.16,0.13,,Absent,Leave
8384,33571,33571,Michael Anderson,P002,Finance,Manufacturing,C2,Supervisor,t,Working Day (G),26/02/2025,07:15 PM,06:04 AM,7.79,0.88,0.47,,Absent,Half Day
8385,48453,48453,Erika Jacobs,P001,HR,Manufacturing,C5,Manager,t,Holiday,08/03/2025,11:20 PM,05:26 PM,8.95,0.5,0.79,,Present,Leave
8386,33052,33052,Robin Murillo,P003,Finance,Support,C3,Manager,t,Working Day (G),08/03/2025,12:52 AM,02:08 PM,8.32,1.11,0.9,,Present,Half Day
8387,46645,46645,Gabriela Wheeler,P002,Finance,Manufacturing,C3,Executive,t,Holiday,07/03/2025,05:30 AM,08:05 AM,6.86,0.27,0.42,,Absent Half Day,Half Day
8388,42264,42264,Jean Hurst,P001,HR,Recruitment,C5,DM,t,Holiday,24/02/2025,11:07 AM,02:39 AM,8.25,0.23,0.47,,Leave,Leave
8389,38824,38824,Matthew Wiley,P002,Finance,Warranty,C1,DM,t,Working Day (G),21/03/2025,08:16 AM,06:27 AM,6.61,0.02,0.24,,Leave,Half Day
8390,48587,48587,Stephen Ryan,P002,Quality,Support,C3,DM,t,Weekend,11/03/2025,04:24 AM,04:31 AM,6.32,1.81,0.68,,Absent Half Day,Leave
8391,40195,40195,Cassandra Murphy,P005,Quality,Warranty,C3,DM,t,Weekend,24/03/2025,10:41 PM,08:11 PM,6.63,1.77,0.99,,Present,Half Day
8392,37104,37104,Margaret Ortiz,P001,Quality,Support,C3,Executive,t,Holiday,24/03/2025,05:12 PM,01:55 AM,7.27,0.94,0.42,,Present,Leave
8393,37612,37612,Mary Thomas,P002,Finance,Accounting,C1,DM,t,Holiday,16/03/2025,05:57 PM,10:10 PM,8.77,1.2,0.87,,Absent,Full Day
8394,47291,47291,Tim Delgado,P005,IT,Warranty,C3,Executive,t,Holiday,17/03/2025,07:01 PM,10:57 PM,6.45,1.11,0.53,,Absent,Half Day
8395,43132,43132,Adam Davis,P004,IT,Recruitment,C1,Executive,t,Working Day (G),26/02/2025,10:07 PM,02:53 PM,7.95,1.52,0.75,,Leave,Leave
8396,37809,37809,Jeffrey Williams,P004,HR,Warranty,C1,DM,t,Working Day (G),08/03/2025,03:18 AM,01:13 PM,6.44,1.71,0.83,,Present,Full Day
8397,48770,48770,Barbara Gardner,P001,HR,Accounting,C3,Manager,t,Weekend,25/02/2025,03:55 AM,03:12 PM,6.07,0.03,0.88,,Leave,Half Day
8398,38169,38169,Mark Davis,P003,Quality,Recruitment,C1,Engineer,t,Holiday,03/03/2025,11:58 AM,02:26 AM,8.72,1.33,0.81,,Absent,Full Day
8399,45642,45642,Richard Martin,P002,Production,Warranty,C1,DM,t,Weekend,24/03/2025,09:24 AM,01:14 PM,6.02,0.48,0.6,,Absent Half Day,Leave
8400,36684,36684,Joshua Walton,P003,Finance,Warranty,C5,Executive,t,Holiday,10/03/2025,08:50 AM,01:28 AM,7.0,1.23,0.71,,Present,Leave
8401,42860,42860,Ashley Jackson,P001,Quality,Accounting,C3,Executive,t,Weekend,08/03/2025,06:43 AM,01:48 AM,7.75,1.93,1.0,,Absent Half Day,Leave
8402,44626,44626,James Stewart,P004,IT,Warranty,C3,Manager,t,Holiday,22/03/2025,02:15 AM,11:54 PM,6.1,0.62,0.0,,Present,Leave
8403,41995,41995,Catherine Hicks,P001,IT,Manufacturing,C3,Supervisor,t,Holiday,16/03/2025,06:30 AM,07:05 PM,6.84,0.07,0.78,,Absent,Full Day
8404,30118,30118,Kristin Jones,P004,Finance,Warranty,C5,Manager,t,Working Day (G),06/03/2025,05:33 AM,07:26 PM,6.93,1.88,0.99,,Absent Half Day,Leave
8405,48365,48365,Kevin Hatfield,P003,HR,Recruitment,C2,Supervisor,t,Working Day (G),07/03/2025,08:42 PM,02:41 AM,8.22,0.03,0.73,,Absent,Half Day
8406,37862,37862,William Leblanc,P001,Production,Accounting,C3,Executive,t,Weekend,24/03/2025,05:18 AM,08:30 AM,7.56,1.6,0.67,,Present,Leave
8407,49878,49878,Brett Hoover,P004,Finance,Manufacturing,C3,DM,t,Working Day (G),15/03/2025,07:42 PM,11:29 AM,7.12,1.56,0.84,,Present,Half Day
8408,44139,44139,Nicole Ramirez,P005,Quality,Recruitment,C5,Supervisor,t,Working Day (G),24/02/2025,03:51 PM,06:31 AM,7.84,0.64,0.67,,Absent Half Day,Full Day
8409,40939,40939,Charlotte King,P002,Quality,Manufacturing,C5,Engineer,t,Working Day (G),20/03/2025,10:15 AM,09:53 PM,6.44,1.65,0.96,,Absent Half Day,Full Day
8410,47103,47103,Katelyn Leonard,P002,IT,Warranty,C2,Executive,t,Holiday,25/03/2025,01:26 AM,07:03 AM,8.81,1.58,0.15,,Present,Leave
8411,30648,30648,Patricia Graham,P004,Production,Support,C3,Supervisor,t,Working Day (G),19/03/2025,01:16 AM,12:35 PM,7.95,1.21,0.92,,Present,Half Day
8412,42684,42684,William Moore,P003,HR,Accounting,C1,DM,t,Holiday,02/03/2025,04:23 PM,11:17 AM,8.5,1.18,0.6,,Absent Half Day,Half Day
8413,41063,41063,Isaac Reynolds,P002,IT,Warranty,C5,Manager,t,Holiday,12/03/2025,07:29 AM,07:52 PM,6.75,1.38,0.24,,Leave,Half Day
8414,46992,46992,Allison Johnson,P005,IT,Warranty,C5,Supervisor,t,Working Day (G),14/03/2025,03:49 PM,11:24 AM,7.57,1.54,0.38,,Absent Half Day,Full Day
8415,39266,39266,Patrick Mueller,P002,Finance,Recruitment,C1,Manager,t,Holiday,26/02/2025,02:50 AM,03:23 PM,7.53,1.48,0.7,,Present,Full Day
8416,40467,40467,Rhonda Wood,P001,Finance,Accounting,C5,Executive,t,Working Day (G),14/03/2025,05:43 PM,10:17 AM,8.2,0.61,0.77,,Present,Half Day
8417,49406,49406,Robert Hall,P001,HR,Manufacturing,C2,Supervisor,t,Weekend,09/03/2025,04:17 PM,07:27 PM,6.83,1.91,0.14,,Absent Half Day,Full Day
8418,37836,37836,Michele Atkinson,P003,Quality,Warranty,C5,Supervisor,t,Weekend,25/02/2025,08:40 PM,08:42 AM,8.27,1.9,0.79,,Absent,Leave
8419,35061,35061,Margaret Jordan,P004,IT,Recruitment,C1,Executive,t,Working Day (G),16/03/2025,07:32 AM,04:03 PM,7.54,1.48,0.45,,Present,Leave
8420,42972,42972,Audrey Kline,P001,IT,Warranty,C3,Engineer,t,Working Day (G),18/03/2025,02:07 AM,07:48 PM,6.53,1.46,0.07,,Absent,Half Day
8421,41076,41076,Vanessa Young,P004,HR,Manufacturing,C1,DM,t,Weekend,19/03/2025,01:11 AM,02:02 PM,6.36,0.32,1.0,,Present,Half Day
8422,46017,46017,Michaela Brooks,P002,Finance,Recruitment,C1,Manager,t,Working Day (G),02/03/2025,10:06 AM,03:29 AM,6.69,1.62,0.76,,Present,Leave
8423,31441,31441,Julie Davenport,P001,Finance,Warranty,C2,Executive,t,Working Day (G),28/02/2025,11:23 PM,08:29 PM,7.49,1.02,0.04,,Leave,Full Day
8424,41869,41869,William Arellano,P001,Finance,Recruitment,C4,DM,t,Working Day (G),08/03/2025,08:56 PM,07:08 AM,8.27,0.28,0.68,,Leave,Full Day
8425,45282,45282,Gabriel Sanders,P003,HR,Support,C4,Executive,t,Weekend,28/02/2025,03:42 AM,12:20 AM,7.94,0.81,0.4,,Present,Full Day
8426,46276,46276,Sarah Murray,P001,Production,Accounting,C4,Supervisor,t,Weekend,23/03/2025,01:05 PM,03:07 PM,8.11,1.49,0.73,,Absent Half Day,Leave
8427,42475,42475,Sean Jackson,P002,Finance,Manufacturing,C2,Engineer,t,Working Day (G),11/03/2025,09:09 PM,01:31 PM,7.05,0.7,0.07,,Absent Half Day,Full Day
8428,43047,43047,Robin Wallace,P003,Production,Manufacturing,C1,DM,t,Holiday,20/03/2025,11:31 AM,11:49 AM,8.65,1.24,0.3,,Present,Half Day
8429,47477,47477,Linda Lawrence,P004,Production,Support,C4,Executive,t,Weekend,24/03/2025,02:04 PM,04:39 PM,8.54,1.35,0.3,,Absent,Leave
8430,34008,34008,Maria Cruz,P002,HR,Warranty,C2,DM,t,Weekend,02/03/2025,11:10 PM,04:22 PM,7.53,0.9,0.44,,Absent,Full Day
